Block	StimType	Stimulus	KEY	RESP	Accuracy	RT
UnsupervisedDense	nottarget	contr5	n	nottarget	1	2.756
UnsupervisedDense	target	test3	x	target	1	1.267
UnsupervisedDense	nottarget	contr6	n	nottarget	1	3.056
UnsupervisedDense	nottarget	catch2	None	None	0	9999.000
UnsupervisedDense	nottarget	contr15	n	nottarget	1	1.222
UnsupervisedDense	nottarget	contr3	n	nottarget	1	1.156
UnsupervisedDense	target	test1	x	target	1	0.669
UnsupervisedDense	target	test10	x	target	1	0.762
UnsupervisedDense	target	test9	x	target	1	0.524
UnsupervisedDense	nottarget	contr13	n	nottarget	1	0.639
UnsupervisedDense	nottarget	contr10	n	nottarget	1	0.702
UnsupervisedDense	nottarget	contr12	n	nottarget	1	0.665
UnsupervisedDense	target	test16	x	target	1	0.800
UnsupervisedDense	nottarget	catch5	n	nottarget	1	1.575
UnsupervisedDense	nottarget	contr16	n	nottarget	1	0.719
UnsupervisedDense	target	test14	x	target	1	1.074
UnsupervisedDense	nottarget	contr14	n	nottarget	1	0.718
UnsupervisedDense	target	test12	x	target	1	0.714
UnsupervisedDense	nottarget	contr11	n	nottarget	1	0.501
UnsupervisedDense	target	test5	x	target	1	0.497
UnsupervisedDense	nottarget	catch1	x	target	0	2.462
UnsupervisedDense	target	test4	x	target	1	1.273
UnsupervisedDense	target	test13	x	target	1	0.598
UnsupervisedDense	target	test2	x	target	1	0.574
UnsupervisedDense	target	test6	x	target	1	0.551
UnsupervisedDense	nottarget	contr1	n	nottarget	1	1.817
UnsupervisedDense	target	test15	x	target	1	0.830
UnsupervisedDense	nottarget	contr9	n	nottarget	1	0.598
UnsupervisedDense	target	test8	x	target	1	0.871
UnsupervisedDense	nottarget	catch7	n	nottarget	1	2.586
UnsupervisedDense	nottarget	contr4	n	nottarget	1	2.016
UnsupervisedDense	nottarget	contr7	n	nottarget	1	0.613
UnsupervisedDense	nottarget	contr8	n	nottarget	1	1.030
UnsupervisedDense	nottarget	catch4	n	nottarget	1	1.381
UnsupervisedDense	nottarget	catch6	n	nottarget	1	0.853
UnsupervisedDense	target	test7	x	target	1	0.850
UnsupervisedDense	nottarget	catch3	n	nottarget	1	0.761
UnsupervisedDense	nottarget	contr2	n	nottarget	1	0.641
UnsupervisedDense	nottarget	catch8	n	nottarget	1	0.624
UnsupervisedDense	target	test11	x	target	1	0.584
SupervisedSparse	nottarget	catch8	n	nottarget	1	1.941
SupervisedSparse	nottarget	catch5	n	nottarget	1	1.086
SupervisedSparse	target	test11	x	target	1	0.498
SupervisedSparse	target	test1	x	target	1	0.495
SupervisedSparse	nottarget	contr6	n	nottarget	1	1.674
SupervisedSparse	target	test14	x	target	1	1.846
SupervisedSparse	nottarget	contr3	n	nottarget	1	0.743
SupervisedSparse	target	test9	x	target	1	1.306
SupervisedSparse	target	test3	x	target	1	0.533
SupervisedSparse	nottarget	contr10	n	nottarget	1	0.439
SupervisedSparse	nottarget	contr7	n	nottarget	1	0.750
SupervisedSparse	target	test10	x	target	1	0.815
SupervisedSparse	nottarget	contr9	n	nottarget	1	0.654
SupervisedSparse	nottarget	catch1	n	nottarget	1	1.764
SupervisedSparse	target	test16	x	target	1	0.509
SupervisedSparse	nottarget	contr11	n	nottarget	1	1.208
SupervisedSparse	nottarget	contr15	n	nottarget	1	0.615
SupervisedSparse	target	test2	x	target	1	0.487
SupervisedSparse	nottarget	contr12	n	nottarget	1	0.732
SupervisedSparse	nottarget	contr14	n	nottarget	1	0.567
SupervisedSparse	target	test8	x	target	1	0.769
SupervisedSparse	nottarget	contr4	n	nottarget	1	1.433
SupervisedSparse	target	test7	x	target	1	0.590
SupervisedSparse	target	test15	x	target	1	0.695
SupervisedSparse	nottarget	contr8	n	nottarget	1	0.492
SupervisedSparse	nottarget	contr1	n	nottarget	1	0.488
SupervisedSparse	nottarget	contr16	n	nottarget	1	1.198
SupervisedSparse	target	test13	x	target	1	1.037
SupervisedSparse	nottarget	contr5	n	nottarget	1	0.651
SupervisedSparse	nottarget	contr13	n	nottarget	1	0.385
SupervisedSparse	target	test4	x	target	1	0.617
SupervisedSparse	target	test5	x	target	1	1.177
SupervisedSparse	nottarget	catch3	n	nottarget	1	0.665
SupervisedSparse	target	test6	n	nottarget	0	1.142
SupervisedSparse	nottarget	contr2	n	nottarget	1	1.328
SupervisedSparse	nottarget	catch2	n	nottarget	1	0.546
SupervisedSparse	nottarget	catch6	n	nottarget	1	0.468
SupervisedSparse	nottarget	catch7	n	nottarget	1	0.418
SupervisedSparse	target	test12	x	target	1	0.641
SupervisedSparse	nottarget	catch4	n	nottarget	1	0.671
