Subject,Run,Type,Trial,Category,key_pressed,RESP,Accuracy,RT
8167,2,RB,121,a,d,a,1,0.883
8167,2,RB,122,a,d,a,1,1.3259999999999998
8167,2,RB,123,b,j,b,1,0.7979999999999999
8167,2,RB,124,a,j,b,0,1.068
8167,2,RB,125,a,d,a,1,0.544
8167,2,RB,126,b,j,b,1,1.064
8167,2,RB,127,b,j,b,1,0.619
8167,2,RB,128,b,j,b,1,0.537
8167,2,RB,129,b,j,b,1,0.5529999999999999
8167,2,RB,130,b,j,b,1,0.48200000000000004
8167,2,RB,131,a,d,a,1,0.604
8167,2,RB,132,a,d,a,1,0.522
8167,2,RB,133,b,j,b,1,0.499
8167,2,RB,134,a,d,a,1,1.068
8167,2,RB,135,b,j,b,1,0.6559999999999999
8167,2,RB,136,b,j,b,1,1.043
8167,2,RB,137,a,d,a,1,0.7509999999999999
8167,2,RB,138,a,d,a,1,0.887
8167,2,RB,139,a,d,a,1,0.633
8167,2,RB,140,a,d,a,1,0.534
8167,2,RB,141,a,d,a,1,1.0390000000000001
8167,2,RB,142,a,d,a,1,0.5379999999999999
8167,2,RB,143,b,j,b,1,0.515
8167,2,RB,144,a,d,a,1,0.708
8167,2,RB,145,b,j,b,1,0.685
8167,2,RB,146,b,j,b,1,0.552
8167,2,RB,147,b,j,b,1,0.57
8167,2,RB,148,b,j,b,1,0.48
8167,2,RB,149,a,d,a,1,1.0190000000000001
8167,2,RB,150,b,j,b,1,0.72
8167,2,RB,151,b,j,b,1,0.593
8167,2,RB,152,b,j,b,1,0.606
8167,2,RB,153,b,j,b,1,0.5329999999999999
8167,2,RB,154,a,d,a,1,0.733
8167,2,RB,155,a,d,a,1,0.75
8167,2,RB,156,a,d,a,1,0.638
8167,2,RB,157,a,d,a,1,0.466
8167,2,RB,158,b,j,b,1,0.6459999999999999
8167,2,RB,159,b,j,b,1,0.5379999999999999
8167,2,RB,160,b,j,b,1,0.498
8167,3,RB,161,a,d,a,1,0.675
8167,3,RB,162,b,j,b,1,0.544
8167,3,RB,163,a,d,a,1,1.391
8167,3,RB,164,b,j,b,1,0.573
8167,3,RB,165,a,d,a,1,0.813
8167,3,RB,166,a,d,a,1,0.745
8167,3,RB,167,b,j,b,1,0.561
8167,3,RB,168,b,j,b,1,0.53
8167,3,RB,169,b,j,b,1,0.521
8167,3,RB,170,b,j,b,1,0.5379999999999999
8167,3,RB,171,a,d,a,1,1.051
8167,3,RB,172,b,j,b,1,0.55
8167,3,RB,173,a,d,a,1,0.6859999999999999
8167,3,RB,174,b,j,b,1,0.633
8167,3,RB,175,a,d,a,1,0.621
8167,3,RB,176,b,j,b,1,0.6829999999999999
8167,3,RB,177,b,j,b,1,0.924
8167,3,RB,178,b,j,b,1,0.557
8167,3,RB,179,b,j,b,1,0.509
8167,3,RB,180,b,j,b,1,0.614
8167,3,RB,181,a,d,a,1,0.7070000000000001
8167,3,RB,182,b,j,b,1,0.5660000000000001
8167,3,RB,183,a,d,a,1,0.564
8167,3,RB,184,a,d,a,1,0.772
8167,3,RB,185,b,j,b,1,0.7709999999999999
8167,3,RB,186,a,d,a,1,0.5770000000000001
8167,3,RB,187,b,j,b,1,0.672
8167,3,RB,188,a,d,a,1,0.851
8167,3,RB,189,a,d,a,1,0.5579999999999999
8167,3,RB,190,a,d,a,1,0.614
8167,3,RB,191,a,d,a,1,0.539
8167,3,RB,192,a,d,a,1,0.531
8167,3,RB,193,b,j,b,1,0.852
8167,3,RB,194,a,d,a,1,0.9359999999999999
8167,3,RB,195,a,d,a,1,0.688
8167,3,RB,196,b,j,b,1,0.777
8167,3,RB,197,a,j,b,0,0.737
8167,3,RB,198,a,d,a,1,0.536
8167,3,RB,199,a,d,a,1,0.49700000000000005
8167,3,RB,200,b,j,b,1,0.612
8167,3,RB,201,a,d,a,1,0.6809999999999999
8167,3,RB,202,a,d,a,1,2.036
8167,3,RB,203,b,j,b,1,0.504
8167,3,RB,204,a,j,b,0,0.865
8167,3,RB,205,a,d,a,1,0.613
8167,3,RB,206,b,j,b,1,0.6579999999999999
8167,3,RB,207,b,j,b,1,0.67
8167,3,RB,208,b,j,b,1,0.7290000000000001
8167,3,RB,209,b,j,b,1,0.65
8167,3,RB,210,b,j,b,1,0.591
8167,3,RB,211,a,d,a,1,0.45299999999999996
8167,3,RB,212,a,d,a,1,0.41600000000000004
8167,3,RB,213,b,j,b,1,0.59
8167,3,RB,214,a,d,a,1,0.637
8167,3,RB,215,b,j,b,1,0.664
8167,3,RB,216,b,j,b,1,0.516
8167,3,RB,217,a,d,a,1,0.614
8167,3,RB,218,a,d,a,1,0.483
8167,3,RB,219,a,d,a,1,0.614
8167,3,RB,220,a,d,a,1,0.6509999999999999
8167,3,RB,221,a,d,a,1,0.8859999999999999
8167,3,RB,222,a,j,b,0,1.993
8167,3,RB,223,b,j,b,1,0.743
8167,3,RB,224,a,d,a,1,0.632
8167,3,RB,225,b,j,b,1,0.557
8167,3,RB,226,b,j,b,1,0.547
8167,3,RB,227,b,j,b,1,0.556
8167,3,RB,228,b,j,b,1,0.508
8167,3,RB,229,a,d,a,1,0.6920000000000001
8167,3,RB,230,b,j,b,1,0.511
8167,3,RB,231,b,j,b,1,0.5529999999999999
8167,3,RB,232,b,j,b,1,0.498
8167,3,RB,233,b,j,b,1,0.506
8167,3,RB,234,a,d,a,1,0.5720000000000001
8167,3,RB,235,a,d,a,1,0.851
8167,3,RB,236,a,d,a,1,0.5820000000000001
8167,3,RB,237,a,d,a,1,0.486
8167,3,RB,238,b,j,b,1,0.953
8167,3,RB,239,b,j,b,1,0.447
8167,3,RB,240,b,j,b,1,0.532
8160,1,RB,1,b,d,a,0,2.303
8160,1,RB,2,a,j,b,0,0.848
8160,1,RB,3,a,j,b,0,0.6920000000000001
8160,1,RB,4,a,d,a,1,0.606
8160,1,RB,5,a,d,a,1,0.843
8160,1,RB,6,b,j,b,1,1.008
8160,1,RB,7,b,j,b,1,1.1320000000000001
8160,1,RB,8,b,j,b,1,0.789
8160,1,RB,9,a,j,b,0,1.244
8160,1,RB,10,a,d,a,1,0.84
8160,1,RB,11,b,d,a,0,0.7
8160,1,RB,12,b,d,a,0,1.166
8160,1,RB,13,b,j,b,1,1.237
8160,1,RB,14,a,d,a,1,1.057
8160,1,RB,15,a,d,a,1,0.684
8160,1,RB,16,b,j,b,1,0.872
8160,1,RB,17,a,j,b,0,0.747
8160,1,RB,18,b,j,b,1,0.507
8160,1,RB,19,b,d,a,0,0.8029999999999999
8160,1,RB,20,a,j,b,0,0.354
8160,1,RB,21,a,d,a,1,0.243
8160,1,RB,22,b,d,a,0,0.319
8160,1,RB,23,a,d,a,1,0.319
8160,1,RB,24,a,d,a,1,0.474
8160,1,RB,25,b,j,b,1,0.253
8160,1,RB,26,b,j,b,1,0.07200000000000001
8160,1,RB,27,a,j,b,0,0.659
8160,1,RB,28,a,d,a,1,0.135
8160,1,RB,29,a,d,a,1,0.321
8160,1,RB,30,a,d,a,1,-0.10400000000000001
8160,1,RB,31,b,j,b,1,-0.223
8160,1,RB,32,a,j,b,0,0.606
8160,1,RB,33,b,d,a,0,0.22
8160,1,RB,34,a,j,b,0,0.16
8160,1,RB,35,a,d,a,1,0.272
8160,1,RB,36,a,d,a,1,0.643
8160,1,RB,37,a,d,a,1,0.32799999999999996
8160,1,RB,38,b,d,a,0,0.28800000000000003
8160,1,RB,39,a,j,b,0,0.354
8160,1,RB,40,a,d,a,1,0.282
8160,1,RB,41,a,d,a,1,0.493
8160,1,RB,42,b,d,a,0,0.431
8160,1,RB,43,b,d,a,0,0.42
8160,1,RB,44,a,j,b,0,3.947
8160,1,RB,45,b,d,a,0,0.48100000000000004
8160,1,RB,46,b,j,b,1,0.251
8160,1,RB,47,a,j,b,0,0.287
8160,1,RB,48,b,d,a,0,0.523
8160,1,RB,49,b,d,a,0,0.243
8160,1,RB,50,b,j,b,1,0.47100000000000003
8160,1,RB,51,a,j,b,0,0.28300000000000003
8160,1,RB,52,a,d,a,1,0.174
8160,1,RB,53,b,d,a,0,0.059000000000000004
8160,1,RB,54,b,d,a,0,0.08
8160,1,RB,55,b,j,b,1,0.115
8160,1,RB,56,b,d,a,0,0.165
8160,1,RB,57,b,j,b,1,0.11599999999999999
8160,1,RB,58,b,j,b,1,-0.035
8160,1,RB,59,b,j,b,1,0.268
8160,1,RB,60,a,j,b,0,0.17600000000000002
8160,1,RB,61,b,j,b,1,0.047
8160,1,RB,62,a,j,b,0,0.011000000000000001
8160,1,RB,63,b,j,b,1,0.017
8160,1,RB,64,b,j,b,1,0.34299999999999997
8160,1,RB,65,a,j,b,0,0.359
8160,1,RB,66,b,j,b,1,1.663
8160,1,RB,67,a,j,b,0,0.258
8160,1,RB,68,b,d,a,0,0.174
8160,1,RB,69,b,d,a,0,0.171
8160,1,RB,70,a,d,a,1,0.243
8160,1,RB,71,a,d,a,1,0.095
8160,1,RB,72,a,d,a,1,0.77
8160,1,RB,73,b,d,a,0,0.36
8160,1,RB,74,a,d,a,1,-0.183
8160,1,RB,75,a,d,a,1,0.655
8160,1,RB,76,a,d,a,1,0.08900000000000001
8160,1,RB,77,b,d,a,0,0.308
8160,1,RB,78,b,j,b,1,0.001
8160,1,RB,79,a,j,b,0,0.285
8160,1,RB,80,b,d,a,0,0.11900000000000001
8160,2,RB,81,b,j,b,1,0.272
8160,2,RB,82,a,d,a,1,0.172
8160,2,RB,83,a,j,b,0,0.067
8160,2,RB,84,a,d,a,1,0.077
8160,2,RB,85,a,j,b,0,0.025
8160,2,RB,86,b,d,a,0,0.03
8160,2,RB,87,b,d,a,0,0.091
8160,2,RB,88,b,j,b,1,0.022000000000000002
8160,2,RB,89,a,j,b,0,0.057
8160,2,RB,90,a,j,b,0,0.086
8160,2,RB,91,b,j,b,1,0.017
8160,2,RB,92,b,d,a,0,0.16699999999999998
8160,2,RB,93,b,d,a,0,-0.179
8160,2,RB,94,a,j,b,0,-0.10800000000000001
8160,2,RB,95,a,j,b,0,0.035
8160,2,RB,96,b,d,a,0,0.11199999999999999
8160,2,RB,97,a,d,a,1,0.34600000000000003
8160,2,RB,98,b,d,a,0,0.225
8160,2,RB,99,b,d,a,0,0.278
8160,2,RB,100,a,d,a,1,-0.207
8160,2,RB,101,a,d,a,1,0.47200000000000003
8160,2,RB,102,b,d,a,0,-0.078
8160,2,RB,103,a,d,a,1,-0.222
8160,2,RB,104,a,d,a,1,-0.222
8160,2,RB,105,b,d,a,0,-0.214
8160,2,RB,106,b,d,a,0,-0.222
8160,2,RB,107,a,j,b,0,0.785
8160,2,RB,108,a,d,a,1,0.41600000000000004
8160,2,RB,109,a,d,a,1,-0.17
8160,2,RB,110,a,d,a,1,0.115
8160,2,RB,111,b,d,a,0,0.6779999999999999
8160,2,RB,112,a,d,a,1,0.537
8160,2,RB,113,b,d,a,0,0.129
8160,2,RB,114,a,d,a,1,0.17800000000000002
8160,2,RB,115,a,d,a,1,-0.214
8160,2,RB,116,a,d,a,1,0.687
8160,2,RB,117,a,d,a,1,0.002
8160,2,RB,118,b,d,a,0,0.35100000000000003
8160,2,RB,119,a,d,a,1,-0.10400000000000001
8160,2,RB,120,a,d,a,1,-0.222
8160,2,RB,121,a,d,a,1,-0.222
8160,2,RB,122,b,d,a,0,-0.223
8160,2,RB,123,b,d,a,0,-0.221
8160,2,RB,124,a,d,a,1,0.32799999999999996
8160,2,RB,125,b,d,a,0,1.4969999999999999
8160,2,RB,126,b,d,a,0,0.225
8160,2,RB,127,a,d,a,1,0.239
8160,2,RB,128,b,d,a,0,0.196
8160,2,RB,129,b,j,b,1,0.249
8160,2,RB,130,b,j,b,1,0.28600000000000003
8160,2,RB,131,a,j,b,0,0.10400000000000001
8160,2,RB,132,a,d,a,1,0.08199999999999999
8160,2,RB,133,b,j,b,1,-0.051
8160,2,RB,134,b,d,a,0,0.076
8160,2,RB,135,b,d,a,0,0.031
8160,2,RB,136,b,j,b,1,0.012
8160,2,RB,137,b,j,b,1,0.8490000000000001
8160,2,RB,138,b,d,a,0,0.589
8160,2,RB,139,b,d,a,0,0.40299999999999997
8160,2,RB,140,a,d,a,1,0.64
8160,2,RB,141,b,d,a,0,0.405
8160,2,RB,142,a,d,a,1,0.659
8160,2,RB,143,b,d,a,0,0.767
8160,2,RB,144,b,d,a,0,0.429
8160,2,RB,145,a,d,a,1,0.179
8160,2,RB,146,b,d,a,0,1.17
8160,2,RB,147,a,d,a,1,0.456
8160,2,RB,148,b,d,a,0,-0.084
8160,2,RB,149,b,d,a,0,0.259
8160,2,RB,150,a,d,a,1,0.222
8160,2,RB,151,a,d,a,1,0.187
8160,2,RB,152,a,d,a,1,0.185
8160,2,RB,153,b,d,a,0,0.249
8160,2,RB,154,a,d,a,1,0.132
8160,2,RB,155,a,d,a,1,0.245
8160,2,RB,156,a,d,a,1,0.13
8160,2,RB,157,b,d,a,0,0.147
8160,2,RB,158,b,d,a,0,0.036000000000000004
8160,2,RB,159,a,d,a,1,0.215
8160,2,RB,160,b,d,a,0,0.366
8160,3,RB,161,b,d,a,0,0.013000000000000001
8160,3,RB,162,a,j,b,0,-0.053
8160,3,RB,163,a,d,a,1,0.064
8160,3,RB,164,a,d,a,1,0.26899999999999996
8160,3,RB,165,a,d,a,1,0.23199999999999998
8160,3,RB,166,b,j,b,1,0.166
8160,3,RB,167,b,j,b,1,0.17300000000000001
8160,3,RB,168,b,d,a,0,0.252
8160,3,RB,169,a,j,b,0,0.231
8160,3,RB,170,a,j,b,0,0.18899999999999997
8160,3,RB,171,b,j,b,1,-0.027999999999999997
8160,3,RB,172,b,j,b,1,0.152
8160,3,RB,173,b,j,b,1,0.064
8160,3,RB,174,a,j,b,0,0.077
8160,3,RB,175,a,j,b,0,0.10300000000000001
8160,3,RB,176,b,d,a,0,0.32899999999999996
8160,3,RB,177,a,j,b,0,0.067
8160,3,RB,178,b,j,b,1,0.094
8160,3,RB,179,b,j,b,1,0.337
8160,3,RB,180,a,j,b,0,0.12
8160,3,RB,181,a,j,b,0,0.154
8160,3,RB,182,b,d,a,0,0.691
8160,3,RB,183,a,d,a,1,0.757
8160,3,RB,184,a,d,a,1,0.684
8160,3,RB,185,b,d,a,0,0.319
8160,3,RB,186,b,j,b,1,0.313
8160,3,RB,187,a,j,b,0,0.337
8160,3,RB,188,a,d,a,1,0.242
8160,3,RB,189,a,d,a,1,0.335
8160,3,RB,190,a,d,a,1,0.424
8160,3,RB,191,b,d,a,0,0.46799999999999997
8160,3,RB,192,a,j,b,0,0.264
8160,3,RB,193,b,d,a,0,0.332
8160,3,RB,194,a,d,a,1,0.155
8160,3,RB,195,a,d,a,1,-0.165
8160,3,RB,196,a,d,a,1,0.075
8160,3,RB,197,a,d,a,1,0.39
8160,3,RB,198,b,d,a,0,0.44299999999999995
8160,3,RB,199,a,j,b,0,0.21600000000000003
8160,3,RB,200,a,d,a,1,0.17300000000000001
8160,3,RB,201,a,j,b,0,0.228
8160,3,RB,202,b,d,a,0,0.07200000000000001
8160,3,RB,203,b,d,a,0,0.084
8160,3,RB,204,a,d,a,1,0.127
8160,3,RB,205,b,j,b,1,0.04
8160,3,RB,206,b,d,a,0,0.157
8160,3,RB,207,a,j,b,0,-0.11699999999999999
8160,3,RB,208,b,d,a,0,0.258
8160,3,RB,209,b,j,b,1,0.038
8160,3,RB,210,b,d,a,0,-0.028999999999999998
8160,3,RB,211,a,j,b,0,0.256
8160,3,RB,212,a,j,b,0,0.06
8160,3,RB,213,b,j,b,1,0.04
8160,3,RB,214,b,d,a,0,0.092
8160,3,RB,215,b,d,a,0,0.094
8160,3,RB,216,b,j,b,1,0.529
8160,3,RB,217,b,j,b,1,0.162
8160,3,RB,218,b,j,b,1,0.105
8160,3,RB,219,b,j,b,1,0.081
8160,3,RB,220,a,j,b,0,0.028999999999999998
8160,3,RB,221,b,d,a,0,-0.054000000000000006
8160,3,RB,222,a,d,a,1,0.033
8160,3,RB,223,b,d,a,0,0.222
8160,3,RB,224,b,j,b,1,-0.054000000000000006
8160,3,RB,225,a,d,a,1,0.001
8160,3,RB,226,b,d,a,0,0.311
8160,3,RB,227,a,j,b,0,-0.064
8160,3,RB,228,b,j,b,1,0.205
8160,3,RB,229,b,j,b,1,0.084
8160,3,RB,230,a,j,b,0,0.002
8160,3,RB,231,a,d,a,1,0.062
8160,3,RB,232,a,j,b,0,-0.046
8160,3,RB,233,b,d,a,0,-0.033
8160,3,RB,234,a,d,a,1,-0.221
8160,3,RB,235,a,d,a,1,-0.18
8160,3,RB,236,a,d,a,1,-0.222
8160,3,RB,237,b,d,a,0,-0.151
8160,3,RB,238,b,d,a,0,-0.222
8160,3,RB,239,a,d,a,1,-0.221
8160,3,RB,240,b,d,a,0,0.243
8166,1,II,1,a,None,None,0,9999.0
8166,1,II,2,b,None,None,0,9999.0
8166,1,II,3,a,d,a,1,1.555
8166,1,II,4,b,d,a,0,1.555
8166,1,II,5,a,j,b,0,1.074
8166,1,II,6,b,d,a,0,3.5010000000000003
8166,1,II,7,b,j,b,1,2.43
8166,1,II,8,b,j,b,1,0.441
8166,1,II,9,a,j,b,0,0.6779999999999999
8166,1,II,10,a,d,a,1,0.6970000000000001
8166,1,II,11,a,d,a,1,1.275
8166,1,II,12,b,j,b,1,1.765
8166,1,II,13,b,d,a,0,1.06
8166,1,II,14,a,d,a,1,0.7909999999999999
8166,1,II,15,a,j,b,0,1.036
8166,1,II,16,b,d,a,0,0.6579999999999999
8166,1,II,17,b,j,b,1,2.759
8166,1,II,18,a,d,a,1,0.732
8166,1,II,19,a,j,b,0,0.877
8166,1,II,20,b,d,a,0,1.375
8166,1,II,21,a,j,b,0,2.8139999999999996
8166,1,II,22,b,d,a,0,0.802
8166,1,II,23,b,j,b,1,2.329
8166,1,II,24,a,d,a,1,2.568
8166,1,II,25,b,d,a,0,2.256
8166,1,II,26,a,j,b,0,0.627
8166,1,II,27,a,d,a,1,0.695
8166,1,II,28,a,d,a,1,0.721
8166,1,II,29,b,j,b,1,0.747
