Accuracy,Block,BlockNum,KEY,RESP,RT,StimType,Stimulus,Subject,Trial,key_pressed
1,SupervisedSparse,1,n,nottarget,3.361,nottarget,catch4,8040,1,
1,SupervisedSparse,1,x,target,1.046,target,test14,8040,2,
1,SupervisedSparse,1,x,target,0.561,target,test1,8040,3,
1,SupervisedSparse,1,n,nottarget,0.736,nottarget,contr15,8040,4,
1,SupervisedSparse,1,n,nottarget,0.5760000000000001,nottarget,contr4,8040,5,
1,SupervisedSparse,1,n,nottarget,0.38299999999999995,nottarget,contr6,8040,6,
1,SupervisedSparse,1,x,target,0.5710000000000001,target,test13,8040,7,
1,SupervisedSparse,1,n,nottarget,0.45899999999999996,nottarget,contr9,8040,8,
1,SupervisedSparse,1,n,nottarget,0.5579999999999999,nottarget,contr10,8040,9,
1,SupervisedSparse,1,n,nottarget,0.956,nottarget,catch8,8040,10,
1,SupervisedSparse,1,n,nottarget,0.515,nottarget,contr11,8040,11,
1,SupervisedSparse,1,x,target,0.363,target,test8,8040,12,
1,SupervisedSparse,1,x,target,0.37,target,test7,8040,13,
1,SupervisedSparse,1,n,nottarget,0.672,nottarget,catch7,8040,14,
1,SupervisedSparse,1,n,nottarget,0.555,nottarget,contr12,8040,15,
1,SupervisedSparse,1,n,nottarget,0.33,nottarget,contr3,8040,16,
1,SupervisedSparse,1,n,nottarget,0.322,nottarget,contr13,8040,17,
1,SupervisedSparse,1,x,target,0.475,target,test15,8040,18,
1,SupervisedSparse,1,x,target,0.31,target,test4,8040,19,
1,SupervisedSparse,1,n,nottarget,0.397,nottarget,catch6,8040,20,
1,SupervisedSparse,1,x,target,0.5710000000000001,target,test6,8040,21,
1,SupervisedSparse,1,n,nottarget,0.5379999999999999,nottarget,catch3,8040,22,
1,SupervisedSparse,1,n,nottarget,0.39299999999999996,nottarget,catch1,8040,23,
1,SupervisedSparse,1,n,nottarget,0.423,nottarget,contr2,8040,24,
1,SupervisedSparse,1,x,target,0.66,target,test11,8040,25,
1,SupervisedSparse,1,n,nottarget,0.47100000000000003,nottarget,contr1,8040,26,
1,SupervisedSparse,1,n,nottarget,0.514,nottarget,catch5,8040,27,
1,SupervisedSparse,1,x,target,0.49,target,test10,8040,28,
1,SupervisedSparse,1,x,target,0.612,target,test2,8040,29,
1,SupervisedSparse,1,x,target,0.376,target,test3,8040,30,
1,SupervisedSparse,1,x,target,0.5670000000000001,target,test5,8040,31,
1,SupervisedSparse,1,n,nottarget,0.502,nottarget,contr5,8040,32,
1,SupervisedSparse,1,x,target,0.501,target,test12,8040,33,
1,SupervisedSparse,1,n,nottarget,0.46399999999999997,nottarget,catch2,8040,34,
1,SupervisedSparse,1,x,target,0.555,target,test9,8040,35,
1,SupervisedSparse,1,n,nottarget,0.682,nottarget,contr16,8040,36,
1,SupervisedSparse,1,x,target,0.42,target,test16,8040,37,
1,SupervisedSparse,1,n,nottarget,0.465,nottarget,contr8,8040,38,
1,SupervisedSparse,1,n,nottarget,0.564,nottarget,contr7,8040,39,
1,SupervisedSparse,1,n,nottarget,0.37,nottarget,contr14,8040,40,
1,SupervisedDense,2,x,target,1.8730000000000002,target,test10,8040,1,
1,SupervisedDense,2,n,nottarget,0.9209999999999999,nottarget,catch4,8040,2,
1,SupervisedDense,2,n,nottarget,0.963,nottarget,catch7,8040,3,
1,SupervisedDense,2,n,nottarget,0.586,nottarget,contr12,8040,4,
1,SupervisedDense,2,n,nottarget,0.447,nottarget,contr4,8040,5,
1,SupervisedDense,2,x,target,0.635,target,test11,8040,6,
1,SupervisedDense,2,n,nottarget,0.496,nottarget,contr7,8040,7,
1,SupervisedDense,2,n,nottarget,0.616,nottarget,catch2,8040,8,
1,SupervisedDense,2,n,nottarget,0.534,nottarget,contr8,8040,9,
1,SupervisedDense,2,n,nottarget,0.478,nottarget,catch8,8040,10,
1,SupervisedDense,2,n,nottarget,0.408,nottarget,catch1,8040,11,
1,SupervisedDense,2,x,target,0.62,target,test1,8040,12,
1,SupervisedDense,2,n,nottarget,0.522,nottarget,contr13,8040,13,
1,SupervisedDense,2,n,nottarget,0.5379999999999999,nottarget,contr11,8040,14,
1,SupervisedDense,2,x,target,0.562,target,test8,8040,15,
1,SupervisedDense,2,n,nottarget,0.449,nottarget,contr16,8040,16,
1,SupervisedDense,2,n,nottarget,0.373,nottarget,contr1,8040,17,
1,SupervisedDense,2,n,nottarget,0.467,nottarget,catch6,8040,18,
1,SupervisedDense,2,x,target,0.485,target,test16,8040,19,
1,SupervisedDense,2,n,nottarget,0.527,nottarget,contr3,8040,20,
1,SupervisedDense,2,x,target,0.391,target,test7,8040,21,
1,SupervisedDense,2,x,target,0.5329999999999999,target,test15,8040,22,
1,SupervisedDense,2,n,nottarget,0.589,nottarget,contr5,8040,23,
1,SupervisedDense,2,x,target,0.498,target,test9,8040,24,
1,SupervisedDense,2,n,nottarget,0.444,nottarget,contr9,8040,25,
1,SupervisedDense,2,n,nottarget,0.496,nottarget,catch5,8040,26,
1,SupervisedDense,2,n,nottarget,0.496,nottarget,contr2,8040,27,
1,SupervisedDense,2,x,target,0.498,target,test13,8040,28,
1,SupervisedDense,2,x,target,0.5710000000000001,target,test12,8040,29,
1,SupervisedDense,2,x,target,0.419,target,test14,8040,30,
1,SupervisedDense,2,n,nottarget,0.38299999999999995,nottarget,catch3,8040,31,
1,SupervisedDense,2,x,target,0.589,target,test5,8040,32,
0,SupervisedDense,2,n,nottarget,0.396,target,test4,8040,33,
1,SupervisedDense,2,n,nottarget,0.88,nottarget,contr15,8040,34,
1,SupervisedDense,2,x,target,0.379,target,test2,8040,35,
1,SupervisedDense,2,n,nottarget,0.49,nottarget,contr14,8040,36,
1,SupervisedDense,2,n,nottarget,0.434,nottarget,contr10,8040,37,
1,SupervisedDense,2,x,target,0.51,target,test3,8040,38,
1,SupervisedDense,2,n,nottarget,0.544,nottarget,contr6,8040,39,
1,SupervisedDense,2,x,target,0.455,target,test6,8040,40,
0,UnsupervisedSparse,3,n,nottarget,4.6419999999999995,target,test11,8040,1,
1,UnsupervisedSparse,3,x,target,0.7240000000000001,target,test4,8040,2,
1,UnsupervisedSparse,3,n,nottarget,1.013,nottarget,catch8,8040,3,
0,UnsupervisedSparse,3,x,target,0.7609999999999999,nottarget,contr15,8040,4,
0,UnsupervisedSparse,3,x,target,0.623,nottarget,contr9,8040,5,
1,UnsupervisedSparse,3,n,nottarget,1.052,nottarget,contr1,8040,6,
1,UnsupervisedSparse,3,n,nottarget,0.7979999999999999,nottarget,catch7,8040,7,
0,UnsupervisedSparse,3,n,nottarget,0.35700000000000004,target,test10,8040,8,
1,UnsupervisedSparse,3,x,target,0.275,target,test9,8040,9,
1,UnsupervisedSparse,3,n,nottarget,0.317,nottarget,contr7,8040,10,
1,UnsupervisedSparse,3,x,target,0.0,target,test3,8040,11,
1,UnsupervisedSparse,3,n,nottarget,0.0,nottarget,contr2,8040,12,
1,UnsupervisedSparse,3,n,nottarget,0.945,nottarget,contr5,8040,13,
1,UnsupervisedSparse,3,x,target,0.695,target,test15,8040,14,
1,UnsupervisedSparse,3,n,nottarget,0.48200000000000004,nottarget,catch3,8040,15,
1,UnsupervisedSparse,3,x,target,0.66,target,test6,8040,16,
1,UnsupervisedSparse,3,n,nottarget,1.07,nottarget,contr10,8040,17,
1,UnsupervisedSparse,3,n,nottarget,0.49700000000000005,nottarget,contr4,8040,18,
0,UnsupervisedSparse,3,x,target,0.627,nottarget,contr11,8040,19,
0,UnsupervisedSparse,3,n,nottarget,0.326,target,test12,8040,20,
0,UnsupervisedSparse,3,x,target,0.39899999999999997,nottarget,contr6,8040,21,
0,UnsupervisedSparse,3,x,target,0.278,nottarget,catch6,8040,22,
0,UnsupervisedSparse,3,n,nottarget,0.294,target,test14,8040,23,
0,UnsupervisedSparse,3,x,target,0.568,nottarget,contr14,8040,24,
0,UnsupervisedSparse,3,x,target,0.375,nottarget,contr8,8040,25,
1,UnsupervisedSparse,3,n,nottarget,0.42200000000000004,nottarget,catch4,8040,26,
1,UnsupervisedSparse,3,x,target,0.32899999999999996,target,test7,8040,27,
1,UnsupervisedSparse,3,x,target,0.33,target,test2,8040,28,
1,UnsupervisedSparse,3,n,nottarget,0.61,nottarget,catch2,8040,29,
1,UnsupervisedSparse,3,x,target,0.574,target,test8,8040,30,
1,UnsupervisedSparse,3,n,nottarget,0.33299999999999996,nottarget,contr13,8040,31,
1,UnsupervisedSparse,3,x,target,0.461,target,test16,8040,32,
0,UnsupervisedSparse,3,x,target,0.327,nottarget,contr12,8040,33,
0,UnsupervisedSparse,3,x,target,0.287,nottarget,contr16,8040,34,
1,UnsupervisedSparse,3,x,target,0.315,target,test5,8040,35,
1,UnsupervisedSparse,3,x,target,0.419,target,test1,8040,36,
1,UnsupervisedSparse,3,x,target,0.303,target,test13,8040,37,
0,UnsupervisedSparse,3,x,target,0.289,nottarget,catch5,8040,38,
1,UnsupervisedSparse,3,n,nottarget,0.418,nottarget,catch1,8040,39,
1,UnsupervisedSparse,3,n,nottarget,0.36,nottarget,contr3,8040,40,
1,UnsupervisedDense,4,x,target,3.424,target,test3,8040,1,
1,UnsupervisedDense,4,n,nottarget,1.067,nottarget,catch3,8040,2,
1,UnsupervisedDense,4,x,target,0.526,target,test5,8040,3,
1,UnsupervisedDense,4,x,target,0.5579999999999999,target,test16,8040,4,
1,UnsupervisedDense,4,n,nottarget,0.428,nottarget,catch8,8040,5,
1,UnsupervisedDense,4,n,nottarget,1.153,nottarget,contr8,8040,6,
1,UnsupervisedDense,4,x,target,0.5489999999999999,target,test10,8040,7,
1,UnsupervisedDense,4,n,nottarget,0.43799999999999994,nottarget,catch7,8040,8,
1,UnsupervisedDense,4,n,nottarget,0.89,nottarget,contr1,8040,9,
1,UnsupervisedDense,4,n,nottarget,0.594,nottarget,catch1,8040,10,
1,UnsupervisedDense,4,x,target,0.76,target,test8,8040,11,
1,UnsupervisedDense,4,x,target,0.6629999999999999,target,test15,8040,12,
1,UnsupervisedDense,4,n,nottarget,0.489,nottarget,catch6,8040,13,
1,UnsupervisedDense,4,n,nottarget,0.804,nottarget,contr13,8040,14,
1,UnsupervisedDense,4,x,target,0.5529999999999999,target,test1,8040,15,
1,UnsupervisedDense,4,x,target,1.232,target,test4,8040,16,
1,UnsupervisedDense,4,n,nottarget,0.773,nottarget,contr5,8040,17,
1,UnsupervisedDense,4,x,target,0.915,target,test12,8040,18,
1,UnsupervisedDense,4,n,nottarget,0.899,nottarget,contr16,8040,19,
1,UnsupervisedDense,4,x,target,0.684,target,test6,8040,20,
1,UnsupervisedDense,4,n,nottarget,0.516,nottarget,catch5,8040,21,
1,UnsupervisedDense,4,x,target,0.87,target,test13,8040,22,
1,UnsupervisedDense,4,n,nottarget,0.937,nottarget,contr10,8040,23,
1,UnsupervisedDense,4,n,nottarget,0.527,nottarget,catch4,8040,24,
1,UnsupervisedDense,4,n,nottarget,0.664,nottarget,contr2,8040,25,
1,UnsupervisedDense,4,x,target,0.57,target,test11,8040,26,
1,UnsupervisedDense,4,n,nottarget,0.6629999999999999,nottarget,contr11,8040,27,
0,UnsupervisedDense,4,x,target,0.595,nottarget,contr12,8040,28,
1,UnsupervisedDense,4,n,nottarget,0.68,nottarget,contr3,8040,29,
1,UnsupervisedDense,4,n,nottarget,0.488,nottarget,contr14,8040,30,
0,UnsupervisedDense,4,n,nottarget,0.387,target,test14,8040,31,
1,UnsupervisedDense,4,x,target,0.618,target,test7,8040,32,
1,UnsupervisedDense,4,x,target,0.5720000000000001,target,test2,8040,33,
1,UnsupervisedDense,4,n,nottarget,0.42700000000000005,nottarget,contr15,8040,34,
1,UnsupervisedDense,4,n,nottarget,0.455,nottarget,contr9,8040,35,
1,UnsupervisedDense,4,n,nottarget,0.545,nottarget,catch2,8040,36,
1,UnsupervisedDense,4,n,nottarget,0.858,nottarget,contr7,8040,37,
1,UnsupervisedDense,4,n,nottarget,0.6609999999999999,nottarget,contr4,8040,38,
0,UnsupervisedDense,4,x,target,0.823,nottarget,contr6,8040,39,
1,UnsupervisedDense,4,x,target,0.626,target,test9,8040,40,
1,SupervisedSparse,1,,nottarget,1.544,nottarget,catch2,8180,1,n
1,SupervisedSparse,1,,target,1.399,target,test16,8180,2,x
1,SupervisedSparse,1,,target,1.2209999999999999,target,test10,8180,3,x
1,SupervisedSparse,1,,nottarget,0.585,nottarget,catch7,8180,4,n
0,SupervisedSparse,1,,target,0.752,nottarget,contr5,8180,5,x
1,SupervisedSparse,1,,nottarget,1.08,nottarget,contr15,8180,6,n
1,SupervisedSparse,1,,nottarget,0.8079999999999999,nottarget,contr7,8180,7,n
1,SupervisedSparse,1,,target,0.486,target,test3,8180,8,x
1,SupervisedSparse,1,,nottarget,0.584,nottarget,contr12,8180,9,n
1,SupervisedSparse,1,,nottarget,0.8370000000000001,nottarget,contr8,8180,10,n
1,SupervisedSparse,1,,nottarget,0.674,nottarget,catch6,8180,11,n
1,SupervisedSparse,1,,target,0.981,target,test2,8180,12,x
1,SupervisedSparse,1,,target,0.625,target,test5,8180,13,x
1,SupervisedSparse,1,,nottarget,0.726,nottarget,catch8,8180,14,n
1,SupervisedSparse,1,,nottarget,0.8059999999999999,nottarget,contr13,8180,15,n
1,SupervisedSparse,1,,target,0.7070000000000001,target,test6,8180,16,x
1,SupervisedSparse,1,,target,0.636,target,test15,8180,17,x
1,SupervisedSparse,1,,nottarget,0.495,nottarget,catch1,8180,18,n
1,SupervisedSparse,1,,nottarget,0.53,nottarget,contr14,8180,19,n
1,SupervisedSparse,1,,nottarget,0.626,nottarget,contr2,8180,20,n
1,SupervisedSparse,1,,target,0.6779999999999999,target,test1,8180,21,x
1,SupervisedSparse,1,,nottarget,0.511,nottarget,catch4,8180,22,n
1,SupervisedSparse,1,,nottarget,0.737,nottarget,contr3,8180,23,n
1,SupervisedSparse,1,,nottarget,0.431,nottarget,contr10,8180,24,n
1,SupervisedSparse,1,,nottarget,0.42100000000000004,nottarget,contr9,8180,25,n
1,SupervisedSparse,1,,nottarget,0.41,nottarget,contr1,8180,26,n
1,SupervisedSparse,1,,nottarget,0.742,nottarget,contr4,8180,27,n
1,SupervisedSparse,1,,nottarget,0.764,nottarget,contr16,8180,28,n
0,SupervisedSparse,1,,target,1.124,nottarget,contr6,8180,29,x
1,SupervisedSparse,1,,nottarget,1.195,nottarget,catch3,8180,30,n
0,SupervisedSparse,1,,target,0.649,nottarget,contr11,8180,31,x
1,SupervisedSparse,1,,target,0.7090000000000001,target,test13,8180,32,x
1,SupervisedSparse,1,,nottarget,1.052,nottarget,catch5,8180,33,n
1,SupervisedSparse,1,,target,0.904,target,test9,8180,34,x
1,SupervisedSparse,1,,target,0.617,target,test8,8180,35,x
1,SupervisedSparse,1,,target,0.767,target,test14,8180,36,x
1,SupervisedSparse,1,,target,1.117,target,test7,8180,37,x
1,SupervisedSparse,1,,target,0.9329999999999999,target,test11,8180,38,x
0,SupervisedSparse,1,,nottarget,0.8140000000000001,target,test4,8180,39,n
0,SupervisedSparse,1,,nottarget,0.867,target,test12,8180,40,n
1,UnsupervisedSparse,2,,target,2.279,target,test6,8180,1,x
1,UnsupervisedSparse,2,,nottarget,1.344,nottarget,contr12,8180,2,n
1,UnsupervisedSparse,2,,target,2.2159999999999997,target,test1,8180,3,x
1,UnsupervisedSparse,2,,target,2.508,target,test11,8180,4,x
1,UnsupervisedSparse,2,,target,1.979,target,test3,8180,5,x
1,UnsupervisedSparse,2,,target,2.394,target,test10,8180,6,x
1,UnsupervisedSparse,2,,nottarget,1.102,nottarget,contr13,8180,7,n
1,UnsupervisedSparse,2,,nottarget,1.2,nottarget,catch8,8180,8,n
1,UnsupervisedSparse,2,,target,0.763,target,test16,8180,9,x
1,UnsupervisedSparse,2,,target,1.083,target,test14,8180,10,x
1,UnsupervisedSparse,2,,nottarget,0.868,nottarget,contr7,8180,11,n
1,UnsupervisedSparse,2,,nottarget,0.56,nottarget,contr1,8180,12,n
1,UnsupervisedSparse,2,,target,0.647,target,test13,8180,13,x
1,UnsupervisedSparse,2,,nottarget,0.785,nottarget,catch6,8180,14,n
1,UnsupervisedSparse,2,,nottarget,0.752,nottarget,catch7,8180,15,n
1,UnsupervisedSparse,2,,nottarget,0.68,nottarget,catch5,8180,16,n
0,UnsupervisedSparse,2,,target,0.616,nottarget,contr10,8180,17,x
1,UnsupervisedSparse,2,,nottarget,0.925,nottarget,contr16,8180,18,n
1,UnsupervisedSparse,2,,target,0.718,target,test9,8180,19,x
1,UnsupervisedSparse,2,,target,1.4780000000000002,target,test5,8180,20,x
1,UnsupervisedSparse,2,,target,0.785,target,test12,8180,21,x
1,UnsupervisedSparse,2,,nottarget,0.71,nottarget,catch3,8180,22,n
1,UnsupervisedSparse,2,,target,0.823,target,test2,8180,23,x
1,UnsupervisedSparse,2,,nottarget,0.7070000000000001,nottarget,contr4,8180,24,n
1,UnsupervisedSparse,2,,nottarget,0.603,nottarget,catch4,8180,25,n
1,UnsupervisedSparse,2,,target,0.649,target,test8,8180,26,x
1,UnsupervisedSparse,2,,target,0.493,target,test15,8180,27,x
0,UnsupervisedSparse,2,,target,0.493,nottarget,contr3,8180,28,x
1,UnsupervisedSparse,2,,nottarget,0.528,nottarget,contr9,8180,29,n
1,UnsupervisedSparse,2,,nottarget,0.672,nottarget,contr11,8180,30,n
1,UnsupervisedSparse,2,,nottarget,0.6970000000000001,nottarget,catch1,8180,31,n
1,UnsupervisedSparse,2,,nottarget,0.731,nottarget,contr5,8180,32,n
1,UnsupervisedSparse,2,,nottarget,0.7879999999999999,nottarget,contr2,8180,33,n
1,UnsupervisedSparse,2,,target,0.8170000000000001,target,test7,8180,34,x
1,UnsupervisedSparse,2,,target,0.8220000000000001,target,test4,8180,35,x
1,UnsupervisedSparse,2,,nottarget,0.619,nottarget,contr14,8180,36,n
1,UnsupervisedSparse,2,,nottarget,0.59,nottarget,contr8,8180,37,n
1,UnsupervisedSparse,2,,nottarget,0.644,nottarget,catch2,8180,38,n
1,UnsupervisedSparse,2,,nottarget,0.68,nottarget,contr15,8180,39,n
1,UnsupervisedSparse,2,,nottarget,0.578,nottarget,contr6,8180,40,n
1,SupervisedDense,3,,nottarget,1.52,nottarget,contr1,8180,1,n
1,SupervisedDense,3,,nottarget,1.121,nottarget,contr5,8180,2,n
1,SupervisedDense,3,,nottarget,0.736,nottarget,contr9,8180,3,n
1,SupervisedDense,3,,nottarget,1.04,nottarget,catch4,8180,4,n
1,SupervisedDense,3,,nottarget,0.579,nottarget,catch6,8180,5,n
1,SupervisedDense,3,,nottarget,0.754,nottarget,contr12,8180,6,n
1,SupervisedDense,3,,nottarget,0.8740000000000001,nottarget,contr10,8180,7,n
1,SupervisedDense,3,,nottarget,0.691,nottarget,catch2,8180,8,n
1,SupervisedDense,3,,nottarget,1.5730000000000002,nottarget,contr6,8180,9,n
1,SupervisedDense,3,,nottarget,3.154,nottarget,contr15,8180,10,n
1,SupervisedDense,3,,target,0.8809999999999999,target,test15,8180,11,x
1,SupervisedDense,3,,target,0.866,target,test11,8180,12,x
1,SupervisedDense,3,,nottarget,0.67,nottarget,catch5,8180,13,n
1,SupervisedDense,3,,target,1.072,target,test10,8180,14,x
1,SupervisedDense,3,,nottarget,0.675,nottarget,contr3,8180,15,n
1,SupervisedDense,3,,nottarget,0.525,nottarget,contr11,8180,16,n
1,SupervisedDense,3,,target,0.596,target,test8,8180,17,x
1,SupervisedDense,3,,nottarget,0.547,nottarget,contr8,8180,18,n
1,SupervisedDense,3,,target,0.5539999999999999,target,test6,8180,19,x
1,SupervisedDense,3,,target,0.5760000000000001,target,test2,8180,20,x
1,SupervisedDense,3,,nottarget,0.6709999999999999,nottarget,contr13,8180,21,n
1,SupervisedDense,3,,target,0.498,target,test14,8180,22,x
1,SupervisedDense,3,,nottarget,0.6679999999999999,nottarget,catch1,8180,23,n
1,SupervisedDense,3,,target,0.79,target,test4,8180,24,x
1,SupervisedDense,3,,nottarget,1.219,nottarget,catch3,8180,25,n
1,SupervisedDense,3,,nottarget,0.647,nottarget,contr14,8180,26,n
1,SupervisedDense,3,,nottarget,0.49200000000000005,nottarget,contr2,8180,27,n
1,SupervisedDense,3,,target,0.605,target,test16,8180,28,x
1,SupervisedDense,3,,target,0.593,target,test5,8180,29,x
1,SupervisedDense,3,,target,0.5920000000000001,target,test12,8180,30,x
1,SupervisedDense,3,,nottarget,0.605,nottarget,contr4,8180,31,n
1,SupervisedDense,3,,nottarget,0.665,nottarget,catch8,8180,32,n
1,SupervisedDense,3,,target,0.6609999999999999,target,test3,8180,33,x
1,SupervisedDense,3,,nottarget,0.552,nottarget,catch7,8180,34,n
1,SupervisedDense,3,,target,0.638,target,test7,8180,35,x
1,SupervisedDense,3,,target,0.515,target,test1,8180,36,x
1,SupervisedDense,3,,target,0.7240000000000001,target,test9,8180,37,x
1,SupervisedDense,3,,nottarget,0.579,nottarget,contr16,8180,38,n
1,SupervisedDense,3,,nottarget,0.586,nottarget,contr7,8180,39,n
1,SupervisedDense,3,,target,0.608,target,test13,8180,40,x
1,UnsupervisedDense,4,,nottarget,1.361,nottarget,catch1,8180,1,n
1,UnsupervisedDense,4,,target,1.9669999999999999,target,test7,8180,2,x
1,UnsupervisedDense,4,,target,0.511,target,test9,8180,3,x
1,UnsupervisedDense,4,,target,0.645,target,test8,8180,4,x
1,UnsupervisedDense,4,,nottarget,0.889,nottarget,contr15,8180,5,n
1,UnsupervisedDense,4,,nottarget,0.499,nottarget,contr8,8180,6,n
1,UnsupervisedDense,4,,nottarget,0.715,nottarget,catch3,8180,7,n
1,UnsupervisedDense,4,,nottarget,0.516,nottarget,catch2,8180,8,n
0,UnsupervisedDense,4,,target,0.5660000000000001,nottarget,contr16,8180,9,x
1,UnsupervisedDense,4,,nottarget,0.6679999999999999,nottarget,contr11,8180,10,n
1,UnsupervisedDense,4,,target,0.7440000000000001,target,test3,8180,11,x
1,UnsupervisedDense,4,,nottarget,0.679,nottarget,catch7,8180,12,n
1,UnsupervisedDense,4,,nottarget,0.728,nottarget,catch5,8180,13,n
1,UnsupervisedDense,4,,nottarget,0.8009999999999999,nottarget,contr7,8180,14,n
1,UnsupervisedDense,4,,target,0.7490000000000001,target,test5,8180,15,x
1,UnsupervisedDense,4,,nottarget,0.6459999999999999,nottarget,contr3,8180,16,n
1,UnsupervisedDense,4,,nottarget,0.857,nottarget,contr13,8180,17,n
1,UnsupervisedDense,4,,nottarget,0.691,nottarget,catch6,8180,18,n
1,UnsupervisedDense,4,,nottarget,0.637,nottarget,contr9,8180,19,n
1,UnsupervisedDense,4,,target,0.514,target,test15,8180,20,x
1,UnsupervisedDense,4,,nottarget,0.657,nottarget,contr5,8180,21,n
1,UnsupervisedDense,4,,nottarget,0.557,nottarget,contr4,8180,22,n
1,UnsupervisedDense,4,,target,0.7140000000000001,target,test6,8180,23,x
1,UnsupervisedDense,4,,nottarget,0.7070000000000001,nottarget,contr2,8180,24,n
1,UnsupervisedDense,4,,nottarget,0.597,nottarget,contr10,8180,25,n
1,UnsupervisedDense,4,,nottarget,0.48200000000000004,nottarget,contr6,8180,26,n
1,UnsupervisedDense,4,,target,0.795,target,test1,8180,27,x
1,UnsupervisedDense,4,,target,0.642,target,test12,8180,28,x
1,UnsupervisedDense,4,,nottarget,0.7090000000000001,nottarget,contr1,8180,29,n
1,UnsupervisedDense,4,,nottarget,0.621,nottarget,contr12,8180,30,n
1,UnsupervisedDense,4,,target,0.753,target,test10,8180,31,x
1,UnsupervisedDense,4,,nottarget,0.738,nottarget,contr14,8180,32,n
1,UnsupervisedDense,4,,target,1.0959999999999999,target,test11,8180,33,x
1,UnsupervisedDense,4,,target,1.01,target,test16,8180,34,x
1,UnsupervisedDense,4,,target,0.647,target,test14,8180,35,x
1,UnsupervisedDense,4,,target,0.723,target,test13,8180,36,x
1,UnsupervisedDense,4,,target,0.6990000000000001,target,test2,8180,37,x
1,UnsupervisedDense,4,,target,0.644,target,test4,8180,38,x
1,UnsupervisedDense,4,,nottarget,0.568,nottarget,catch4,8180,39,n
1,UnsupervisedDense,4,,nottarget,0.607,nottarget,catch8,8180,40,n
1,SupervisedDense,1,n,nottarget,1.804,nottarget,contr12,8140,1,
1,SupervisedDense,1,n,nottarget,1.864,nottarget,contr15,8140,2,
1,SupervisedDense,1,x,target,1.315,target,test1,8140,3,
1,SupervisedDense,1,n,nottarget,1.475,nottarget,catch5,8140,4,
1,SupervisedDense,1,n,nottarget,1.117,nottarget,contr9,8140,5,
1,SupervisedDense,1,n,nottarget,0.797,nottarget,contr1,8140,6,
1,SupervisedDense,1,x,target,0.8340000000000001,target,test10,8140,7,
1,SupervisedDense,1,n,nottarget,0.67,nottarget,contr14,8140,8,
1,SupervisedDense,1,x,target,0.545,target,test15,8140,9,
1,SupervisedDense,1,x,target,0.904,target,test11,8140,10,
1,SupervisedDense,1,n,nottarget,1.12,nottarget,catch8,8140,11,
1,SupervisedDense,1,n,nottarget,0.713,nottarget,contr8,8140,12,
1,SupervisedDense,1,n,nottarget,0.474,nottarget,contr11,8140,13,
1,SupervisedDense,1,n,nottarget,0.475,nottarget,contr16,8140,14,
1,SupervisedDense,1,n,nottarget,0.598,nottarget,contr13,8140,15,
1,SupervisedDense,1,n,nottarget,0.556,nottarget,contr5,8140,16,
1,SupervisedDense,1,n,nottarget,0.746,nottarget,catch3,8140,17,
1,SupervisedDense,1,n,nottarget,0.682,nottarget,catch1,8140,18,
1,SupervisedDense,1,n,nottarget,0.588,nottarget,contr2,8140,19,
1,SupervisedDense,1,x,target,0.594,target,test4,8140,20,
1,SupervisedDense,1,x,target,0.39899999999999997,target,test13,8140,21,
1,SupervisedDense,1,n,nottarget,0.677,nottarget,contr7,8140,22,
1,SupervisedDense,1,n,nottarget,0.486,nottarget,contr4,8140,23,
1,SupervisedDense,1,x,target,0.601,target,test2,8140,24,
1,SupervisedDense,1,n,nottarget,0.5820000000000001,nottarget,contr6,8140,25,
1,SupervisedDense,1,x,target,0.9,target,test5,8140,26,
1,SupervisedDense,1,x,target,0.581,target,test9,8140,27,
1,SupervisedDense,1,x,target,0.588,target,test7,8140,28,
1,SupervisedDense,1,n,nottarget,0.7040000000000001,nottarget,catch2,8140,29,
1,SupervisedDense,1,x,target,0.578,target,test14,8140,30,
1,SupervisedDense,1,n,nottarget,0.528,nottarget,catch7,8140,31,
1,SupervisedDense,1,n,nottarget,0.488,nottarget,contr3,8140,32,
1,SupervisedDense,1,n,nottarget,0.474,nottarget,contr10,8140,33,
1,SupervisedDense,1,x,target,0.469,target,test3,8140,34,
1,SupervisedDense,1,n,nottarget,0.47100000000000003,nottarget,catch6,8140,35,
1,SupervisedDense,1,n,nottarget,0.6579999999999999,nottarget,catch4,8140,36,
1,SupervisedDense,1,x,target,0.628,target,test16,8140,37,
0,SupervisedDense,1,n,nottarget,0.601,target,test6,8140,38,
1,SupervisedDense,1,x,target,0.525,target,test12,8140,39,
1,SupervisedDense,1,x,target,0.45399999999999996,target,test8,8140,40,
1,UnsupervisedDense,2,x,target,1.095,target,test13,8140,1,
1,UnsupervisedDense,2,n,nottarget,1.0959999999999999,nottarget,catch2,8140,2,
1,UnsupervisedDense,2,n,nottarget,1.041,nottarget,catch1,8140,3,
1,UnsupervisedDense,2,x,target,0.652,target,test15,8140,4,
1,UnsupervisedDense,2,n,nottarget,0.7440000000000001,nottarget,catch7,8140,5,
1,UnsupervisedDense,2,n,nottarget,1.6480000000000001,nottarget,contr2,8140,6,
1,UnsupervisedDense,2,n,nottarget,0.531,nottarget,contr13,8140,7,
1,UnsupervisedDense,2,n,nottarget,0.8909999999999999,nottarget,contr6,8140,8,
1,UnsupervisedDense,2,n,nottarget,0.499,nottarget,contr7,8140,9,
