Subject,Block,StimType,Trial,Stimulus,KEY,RESP,Accuracy,RT
8040,SupervisedSparse,nottarget,1,catch4,n,nottarget,1,3.361
8040,SupervisedSparse,target,2,test14,x,target,1,1.046
8040,SupervisedSparse,target,3,test1,x,target,1,0.561
8040,SupervisedSparse,nottarget,4,contr15,n,nottarget,1,0.736
8040,SupervisedSparse,nottarget,5,contr4,n,nottarget,1,0.5760000000000001
8040,SupervisedSparse,nottarget,6,contr6,n,nottarget,1,0.38299999999999995
8040,SupervisedSparse,target,7,test13,x,target,1,0.5710000000000001
8040,SupervisedSparse,nottarget,8,contr9,n,nottarget,1,0.45899999999999996
8040,SupervisedSparse,nottarget,9,contr10,n,nottarget,1,0.5579999999999999
8040,SupervisedSparse,nottarget,10,catch8,n,nottarget,1,0.956
8040,SupervisedSparse,nottarget,11,contr11,n,nottarget,1,0.515
8040,SupervisedSparse,target,12,test8,x,target,1,0.363
8040,SupervisedSparse,target,13,test7,x,target,1,0.37
8040,SupervisedSparse,nottarget,14,catch7,n,nottarget,1,0.672
8040,SupervisedSparse,nottarget,15,contr12,n,nottarget,1,0.555
8040,SupervisedSparse,nottarget,16,contr3,n,nottarget,1,0.33
8040,SupervisedSparse,nottarget,17,contr13,n,nottarget,1,0.322
8040,SupervisedSparse,target,18,test15,x,target,1,0.475
8040,SupervisedSparse,target,19,test4,x,target,1,0.31
8040,SupervisedSparse,nottarget,20,catch6,n,nottarget,1,0.397
8040,SupervisedSparse,target,21,test6,x,target,1,0.5710000000000001
8040,SupervisedSparse,nottarget,22,catch3,n,nottarget,1,0.5379999999999999
8040,SupervisedSparse,nottarget,23,catch1,n,nottarget,1,0.39299999999999996
8040,SupervisedSparse,nottarget,24,contr2,n,nottarget,1,0.423
8040,SupervisedSparse,target,25,test11,x,target,1,0.66
8040,SupervisedSparse,nottarget,26,contr1,n,nottarget,1,0.47100000000000003
8040,SupervisedSparse,nottarget,27,catch5,n,nottarget,1,0.514
8040,SupervisedSparse,target,28,test10,x,target,1,0.49
8040,SupervisedSparse,target,29,test2,x,target,1,0.612
8040,SupervisedSparse,target,30,test3,x,target,1,0.376
8040,SupervisedSparse,target,31,test5,x,target,1,0.5670000000000001
8040,SupervisedSparse,nottarget,32,contr5,n,nottarget,1,0.502
8040,SupervisedSparse,target,33,test12,x,target,1,0.501
8040,SupervisedSparse,nottarget,34,catch2,n,nottarget,1,0.46399999999999997
8040,SupervisedSparse,target,35,test9,x,target,1,0.555
8040,SupervisedSparse,nottarget,36,contr16,n,nottarget,1,0.682
8040,SupervisedSparse,target,37,test16,x,target,1,0.42
8040,SupervisedSparse,nottarget,38,contr8,n,nottarget,1,0.465
8040,SupervisedSparse,nottarget,39,contr7,n,nottarget,1,0.564
8040,SupervisedSparse,nottarget,40,contr14,n,nottarget,1,0.37
8040,SupervisedDense,target,1,test10,x,target,1,1.8730000000000002
8040,SupervisedDense,nottarget,2,catch4,n,nottarget,1,0.9209999999999999
8040,SupervisedDense,nottarget,3,catch7,n,nottarget,1,0.963
8040,SupervisedDense,nottarget,4,contr12,n,nottarget,1,0.586
8040,SupervisedDense,nottarget,5,contr4,n,nottarget,1,0.447
8040,SupervisedDense,target,6,test11,x,target,1,0.635
8040,SupervisedDense,nottarget,7,contr7,n,nottarget,1,0.496
8040,SupervisedDense,nottarget,8,catch2,n,nottarget,1,0.616
8040,SupervisedDense,nottarget,9,contr8,n,nottarget,1,0.534
8040,SupervisedDense,nottarget,10,catch8,n,nottarget,1,0.478
8040,SupervisedDense,nottarget,11,catch1,n,nottarget,1,0.408
8040,SupervisedDense,target,12,test1,x,target,1,0.62
8040,SupervisedDense,nottarget,13,contr13,n,nottarget,1,0.522
8040,SupervisedDense,nottarget,14,contr11,n,nottarget,1,0.5379999999999999
8040,SupervisedDense,target,15,test8,x,target,1,0.562
8040,SupervisedDense,nottarget,16,contr16,n,nottarget,1,0.449
8040,SupervisedDense,nottarget,17,contr1,n,nottarget,1,0.373
8040,SupervisedDense,nottarget,18,catch6,n,nottarget,1,0.467
8040,SupervisedDense,target,19,test16,x,target,1,0.485
8040,SupervisedDense,nottarget,20,contr3,n,nottarget,1,0.527
8040,SupervisedDense,target,21,test7,x,target,1,0.391
8040,SupervisedDense,target,22,test15,x,target,1,0.5329999999999999
8040,SupervisedDense,nottarget,23,contr5,n,nottarget,1,0.589
8040,SupervisedDense,target,24,test9,x,target,1,0.498
8040,SupervisedDense,nottarget,25,contr9,n,nottarget,1,0.444
8040,SupervisedDense,nottarget,26,catch5,n,nottarget,1,0.496
8040,SupervisedDense,nottarget,27,contr2,n,nottarget,1,0.496
8040,SupervisedDense,target,28,test13,x,target,1,0.498
8040,SupervisedDense,target,29,test12,x,target,1,0.5710000000000001
8040,SupervisedDense,target,30,test14,x,target,1,0.419
8040,SupervisedDense,nottarget,31,catch3,n,nottarget,1,0.38299999999999995
8040,SupervisedDense,target,32,test5,x,target,1,0.589
8040,SupervisedDense,target,33,test4,n,nottarget,0,0.396
8040,SupervisedDense,nottarget,34,contr15,n,nottarget,1,0.88
8040,SupervisedDense,target,35,test2,x,target,1,0.379
8040,SupervisedDense,nottarget,36,contr14,n,nottarget,1,0.49
8040,SupervisedDense,nottarget,37,contr10,n,nottarget,1,0.434
8040,SupervisedDense,target,38,test3,x,target,1,0.51
8040,SupervisedDense,nottarget,39,contr6,n,nottarget,1,0.544
8040,SupervisedDense,target,40,test6,x,target,1,0.455
8040,UnsupervisedSparse,target,1,test11,n,nottarget,0,4.6419999999999995
8040,UnsupervisedSparse,target,2,test4,x,target,1,0.7240000000000001
8040,UnsupervisedSparse,nottarget,3,catch8,n,nottarget,1,1.013
8040,UnsupervisedSparse,nottarget,4,contr15,x,target,0,0.7609999999999999
8040,UnsupervisedSparse,nottarget,5,contr9,x,target,0,0.623
8040,UnsupervisedSparse,nottarget,6,contr1,n,nottarget,1,1.052
8040,UnsupervisedSparse,nottarget,7,catch7,n,nottarget,1,0.7979999999999999
8040,UnsupervisedSparse,target,8,test10,n,nottarget,0,0.35700000000000004
8040,UnsupervisedSparse,target,9,test9,x,target,1,0.275
8040,UnsupervisedSparse,nottarget,10,contr7,n,nottarget,1,0.317
8040,UnsupervisedSparse,target,11,test3,x,target,1,0.0
8040,UnsupervisedSparse,nottarget,12,contr2,n,nottarget,1,0.0
8040,UnsupervisedSparse,nottarget,13,contr5,n,nottarget,1,0.945
8040,UnsupervisedSparse,target,14,test15,x,target,1,0.695
8040,UnsupervisedSparse,nottarget,15,catch3,n,nottarget,1,0.48200000000000004
8040,UnsupervisedSparse,target,16,test6,x,target,1,0.66
8040,UnsupervisedSparse,nottarget,17,contr10,n,nottarget,1,1.07
8040,UnsupervisedSparse,nottarget,18,contr4,n,nottarget,1,0.49700000000000005
8040,UnsupervisedSparse,nottarget,19,contr11,x,target,0,0.627
8040,UnsupervisedSparse,target,20,test12,n,nottarget,0,0.326
8040,UnsupervisedSparse,nottarget,21,contr6,x,target,0,0.39899999999999997
8040,UnsupervisedSparse,nottarget,22,catch6,x,target,0,0.278
8040,UnsupervisedSparse,target,23,test14,n,nottarget,0,0.294
8040,UnsupervisedSparse,nottarget,24,contr14,x,target,0,0.568
8040,UnsupervisedSparse,nottarget,25,contr8,x,target,0,0.375
8040,UnsupervisedSparse,nottarget,26,catch4,n,nottarget,1,0.42200000000000004
8040,UnsupervisedSparse,target,27,test7,x,target,1,0.32899999999999996
8040,UnsupervisedSparse,target,28,test2,x,target,1,0.33
8040,UnsupervisedSparse,nottarget,29,catch2,n,nottarget,1,0.61
8040,UnsupervisedSparse,target,30,test8,x,target,1,0.574
8040,UnsupervisedSparse,nottarget,31,contr13,n,nottarget,1,0.33299999999999996
8040,UnsupervisedSparse,target,32,test16,x,target,1,0.461
8040,UnsupervisedSparse,nottarget,33,contr12,x,target,0,0.327
8040,UnsupervisedSparse,nottarget,34,contr16,x,target,0,0.287
8040,UnsupervisedSparse,target,35,test5,x,target,1,0.315
8040,UnsupervisedSparse,target,36,test1,x,target,1,0.419
8040,UnsupervisedSparse,target,37,test13,x,target,1,0.303
8040,UnsupervisedSparse,nottarget,38,catch5,x,target,0,0.289
8040,UnsupervisedSparse,nottarget,39,catch1,n,nottarget,1,0.418
8040,UnsupervisedSparse,nottarget,40,contr3,n,nottarget,1,0.36
8040,UnsupervisedDense,target,1,test3,x,target,1,3.424
8040,UnsupervisedDense,nottarget,2,catch3,n,nottarget,1,1.067
8040,UnsupervisedDense,target,3,test5,x,target,1,0.526
8040,UnsupervisedDense,target,4,test16,x,target,1,0.5579999999999999
8040,UnsupervisedDense,nottarget,5,catch8,n,nottarget,1,0.428
8040,UnsupervisedDense,nottarget,6,contr8,n,nottarget,1,1.153
8040,UnsupervisedDense,target,7,test10,x,target,1,0.5489999999999999
8040,UnsupervisedDense,nottarget,8,catch7,n,nottarget,1,0.43799999999999994
8040,UnsupervisedDense,nottarget,9,contr1,n,nottarget,1,0.89
8040,UnsupervisedDense,nottarget,10,catch1,n,nottarget,1,0.594
8040,UnsupervisedDense,target,11,test8,x,target,1,0.76
8040,UnsupervisedDense,target,12,test15,x,target,1,0.6629999999999999
8040,UnsupervisedDense,nottarget,13,catch6,n,nottarget,1,0.489
8040,UnsupervisedDense,nottarget,14,contr13,n,nottarget,1,0.804
8040,UnsupervisedDense,target,15,test1,x,target,1,0.5529999999999999
8040,UnsupervisedDense,target,16,test4,x,target,1,1.232
8040,UnsupervisedDense,nottarget,17,contr5,n,nottarget,1,0.773
8040,UnsupervisedDense,target,18,test12,x,target,1,0.915
8040,UnsupervisedDense,nottarget,19,contr16,n,nottarget,1,0.899
8040,UnsupervisedDense,target,20,test6,x,target,1,0.684
8040,UnsupervisedDense,nottarget,21,catch5,n,nottarget,1,0.516
8040,UnsupervisedDense,target,22,test13,x,target,1,0.87
8040,UnsupervisedDense,nottarget,23,contr10,n,nottarget,1,0.937
8040,UnsupervisedDense,nottarget,24,catch4,n,nottarget,1,0.527
8040,UnsupervisedDense,nottarget,25,contr2,n,nottarget,1,0.664
8040,UnsupervisedDense,target,26,test11,x,target,1,0.57
8040,UnsupervisedDense,nottarget,27,contr11,n,nottarget,1,0.6629999999999999
8040,UnsupervisedDense,nottarget,28,contr12,x,target,0,0.595
8040,UnsupervisedDense,nottarget,29,contr3,n,nottarget,1,0.68
8040,UnsupervisedDense,nottarget,30,contr14,n,nottarget,1,0.488
8040,UnsupervisedDense,target,31,test14,n,nottarget,0,0.387
8040,UnsupervisedDense,target,32,test7,x,target,1,0.618
8040,UnsupervisedDense,target,33,test2,x,target,1,0.5720000000000001
8040,UnsupervisedDense,nottarget,34,contr15,n,nottarget,1,0.42700000000000005
8040,UnsupervisedDense,nottarget,35,contr9,n,nottarget,1,0.455
8040,UnsupervisedDense,nottarget,36,catch2,n,nottarget,1,0.545
8040,UnsupervisedDense,nottarget,37,contr7,n,nottarget,1,0.858
8040,UnsupervisedDense,nottarget,38,contr4,n,nottarget,1,0.6609999999999999
8040,UnsupervisedDense,nottarget,39,contr6,x,target,0,0.823
8040,UnsupervisedDense,target,40,test9,x,target,1,0.626
8140,SupervisedDense,nottarget,1,contr12,n,nottarget,1,1.804
8140,SupervisedDense,nottarget,2,contr15,n,nottarget,1,1.864
8140,SupervisedDense,target,3,test1,x,target,1,1.315
8140,SupervisedDense,nottarget,4,catch5,n,nottarget,1,1.475
8140,SupervisedDense,nottarget,5,contr9,n,nottarget,1,1.117
8140,SupervisedDense,nottarget,6,contr1,n,nottarget,1,0.797
8140,SupervisedDense,target,7,test10,x,target,1,0.8340000000000001
8140,SupervisedDense,nottarget,8,contr14,n,nottarget,1,0.67
8140,SupervisedDense,target,9,test15,x,target,1,0.545
8140,SupervisedDense,target,10,test11,x,target,1,0.904
8140,SupervisedDense,nottarget,11,catch8,n,nottarget,1,1.12
8140,SupervisedDense,nottarget,12,contr8,n,nottarget,1,0.713
8140,SupervisedDense,nottarget,13,contr11,n,nottarget,1,0.474
8140,SupervisedDense,nottarget,14,contr16,n,nottarget,1,0.475
8140,SupervisedDense,nottarget,15,contr13,n,nottarget,1,0.598
8140,SupervisedDense,nottarget,16,contr5,n,nottarget,1,0.556
8140,SupervisedDense,nottarget,17,catch3,n,nottarget,1,0.746
8140,SupervisedDense,nottarget,18,catch1,n,nottarget,1,0.682
8140,SupervisedDense,nottarget,19,contr2,n,nottarget,1,0.588
8140,SupervisedDense,target,20,test4,x,target,1,0.594
8140,SupervisedDense,target,21,test13,x,target,1,0.39899999999999997
8140,SupervisedDense,nottarget,22,contr7,n,nottarget,1,0.677
8140,SupervisedDense,nottarget,23,contr4,n,nottarget,1,0.486
8140,SupervisedDense,target,24,test2,x,target,1,0.601
8140,SupervisedDense,nottarget,25,contr6,n,nottarget,1,0.5820000000000001
8140,SupervisedDense,target,26,test5,x,target,1,0.9
8140,SupervisedDense,target,27,test9,x,target,1,0.581
8140,SupervisedDense,target,28,test7,x,target,1,0.588
8140,SupervisedDense,nottarget,29,catch2,n,nottarget,1,0.7040000000000001
8140,SupervisedDense,target,30,test14,x,target,1,0.578
8140,SupervisedDense,nottarget,31,catch7,n,nottarget,1,0.528
8140,SupervisedDense,nottarget,32,contr3,n,nottarget,1,0.488
8140,SupervisedDense,nottarget,33,contr10,n,nottarget,1,0.474
8140,SupervisedDense,target,34,test3,x,target,1,0.469
8140,SupervisedDense,nottarget,35,catch6,n,nottarget,1,0.47100000000000003
8140,SupervisedDense,nottarget,36,catch4,n,nottarget,1,0.6579999999999999
8140,SupervisedDense,target,37,test16,x,target,1,0.628
8140,SupervisedDense,target,38,test6,n,nottarget,0,0.601
8140,SupervisedDense,target,39,test12,x,target,1,0.525
8140,SupervisedDense,target,40,test8,x,target,1,0.45399999999999996
8140,UnsupervisedDense,target,1,test13,x,target,1,1.095
8140,UnsupervisedDense,nottarget,2,catch2,n,nottarget,1,1.0959999999999999
8140,UnsupervisedDense,nottarget,3,catch1,n,nottarget,1,1.041
8140,UnsupervisedDense,target,4,test15,x,target,1,0.652
8140,UnsupervisedDense,nottarget,5,catch7,n,nottarget,1,0.7440000000000001
8140,UnsupervisedDense,nottarget,6,contr2,n,nottarget,1,1.6480000000000001
8140,UnsupervisedDense,nottarget,7,contr13,n,nottarget,1,0.531
8140,UnsupervisedDense,nottarget,8,contr6,n,nottarget,1,0.8909999999999999
8140,UnsupervisedDense,nottarget,9,contr7,n,nottarget,1,0.499
8140,UnsupervisedDense,nottarget,10,catch3,n,nottarget,1,0.532
8140,UnsupervisedDense,nottarget,11,contr8,n,nottarget,1,0.652
8140,UnsupervisedDense,target,12,test6,x,target,1,0.703
8140,UnsupervisedDense,nottarget,13,catch8,n,nottarget,1,0.52
8140,UnsupervisedDense,target,14,test16,x,target,1,0.825
8140,UnsupervisedDense,nottarget,15,contr9,n,nottarget,1,0.5870000000000001
8140,UnsupervisedDense,target,16,test8,x,target,1,0.562
8140,UnsupervisedDense,target,17,test2,x,target,1,0.721
8140,UnsupervisedDense,nottarget,18,contr3,n,nottarget,1,0.545
8140,UnsupervisedDense,target,19,test1,x,target,1,1.296
8140,UnsupervisedDense,nottarget,20,contr15,n,nottarget,1,0.521
8140,UnsupervisedDense,target,21,test7,x,target,1,0.521
8140,UnsupervisedDense,target,22,test14,x,target,1,0.642
8140,UnsupervisedDense,target,23,test4,n,nottarget,0,0.637
8140,UnsupervisedDense,nottarget,24,catch4,n,nottarget,1,0.703
8140,UnsupervisedDense,nottarget,25,contr1,n,nottarget,1,0.593
8140,UnsupervisedDense,nottarget,26,contr5,n,nottarget,1,0.6940000000000001
8140,UnsupervisedDense,nottarget,27,catch5,n,nottarget,1,0.5429999999999999
8140,UnsupervisedDense,nottarget,28,contr14,n,nottarget,1,0.647
8140,UnsupervisedDense,nottarget,29,catch6,n,nottarget,1,0.586
8140,UnsupervisedDense,target,30,test5,x,target,1,0.655
8140,UnsupervisedDense,nottarget,31,contr11,n,nottarget,1,0.604
8140,UnsupervisedDense,target,32,test12,x,target,1,0.56
8140,UnsupervisedDense,target,33,test3,x,target,1,0.631
8140,UnsupervisedDense,target,34,test10,x,target,1,0.539
8140,UnsupervisedDense,nottarget,35,contr10,n,nottarget,1,0.61
8140,UnsupervisedDense,nottarget,36,contr4,n,nottarget,1,0.653
8140,UnsupervisedDense,target,37,test9,x,target,1,0.585
8140,UnsupervisedDense,nottarget,38,contr12,n,nottarget,1,0.568
8140,UnsupervisedDense,target,39,test11,x,target,1,0.662
8140,UnsupervisedDense,nottarget,40,contr16,n,nottarget,1,0.625
8140,UnsupervisedSparse,nottarget,1,contr14,n,nottarget,1,1.726
8140,UnsupervisedSparse,target,2,test15,x,target,1,0.997
8140,UnsupervisedSparse,nottarget,3,contr16,n,nottarget,1,0.731
8140,UnsupervisedSparse,target,4,test10,x,target,1,0.8009999999999999
8140,UnsupervisedSparse,target,5,test3,x,target,1,0.7120000000000001
8140,UnsupervisedSparse,target,6,test13,x,target,1,0.8170000000000001
8140,UnsupervisedSparse,target,7,test9,x,target,1,0.716
8140,UnsupervisedSparse,nottarget,8,contr11,n,nottarget,1,0.797
8140,UnsupervisedSparse,nottarget,9,catch4,n,nottarget,1,0.795
8140,UnsupervisedSparse,nottarget,10,contr2,n,nottarget,1,0.9690000000000001
8140,UnsupervisedSparse,nottarget,11,contr9,n,nottarget,1,0.607
8140,UnsupervisedSparse,target,12,test6,x,target,1,0.635
8140,UnsupervisedSparse,nottarget,13,catch7,n,nottarget,1,0.679
8140,UnsupervisedSparse,target,14,test1,x,target,1,0.978
8140,UnsupervisedSparse,nottarget,15,catch5,x,target,0,0.735
8140,UnsupervisedSparse,nottarget,16,contr6,n,nottarget,1,1.047
8140,UnsupervisedSparse,nottarget,17,catch3,n,nottarget,1,0.7070000000000001
8140,UnsupervisedSparse,nottarget,18,contr8,n,nottarget,1,0.691
8140,UnsupervisedSparse,nottarget,19,contr10,n,nottarget,1,0.654
8140,UnsupervisedSparse,nottarget,20,contr5,n,nottarget,1,0.985
8140,UnsupervisedSparse,nottarget,21,contr13,n,nottarget,1,0.598
8140,UnsupervisedSparse,nottarget,22,catch1,n,nottarget,1,0.733
8140,UnsupervisedSparse,nottarget,23,contr15,n,nottarget,1,0.755
8140,UnsupervisedSparse,nottarget,24,catch2,n,nottarget,1,0.731
8140,UnsupervisedSparse,target,25,test14,x,target,1,0.828
8140,UnsupervisedSparse,nottarget,26,contr12,n,nottarget,1,0.5820000000000001
8140,UnsupervisedSparse,target,27,test16,x,target,1,0.8059999999999999
8140,UnsupervisedSparse,target,28,test4,x,target,1,0.8270000000000001
8140,UnsupervisedSparse,target,29,test2,x,target,1,0.71
8140,UnsupervisedSparse,target,30,test12,x,target,1,0.631
8140,UnsupervisedSparse,target,31,test7,x,target,1,1.22
8140,UnsupervisedSparse,nottarget,32,contr7,n,nottarget,1,0.943
8140,UnsupervisedSparse,nottarget,33,contr4,n,nottarget,1,0.912
8140,UnsupervisedSparse,nottarget,34,contr1,n,nottarget,1,0.551
8140,UnsupervisedSparse,nottarget,35,catch8,n,nottarget,1,0.6859999999999999
8140,UnsupervisedSparse,target,36,test8,x,target,1,1.025
8140,UnsupervisedSparse,nottarget,37,contr3,n,nottarget,1,0.708
8140,UnsupervisedSparse,target,38,test11,x,target,1,1.126
8140,UnsupervisedSparse,nottarget,39,catch6,n,nottarget,1,0.645
8140,UnsupervisedSparse,target,40,test5,x,target,1,0.7440000000000001
8140,SupervisedSparse,target,1,test7,x,target,1,1.849
8140,SupervisedSparse,nottarget,2,contr11,n,nottarget,1,1.133
8140,SupervisedSparse,target,3,test14,x,target,1,0.6920000000000001
8140,SupervisedSparse,target,4,test9,x,target,1,0.71
8140,SupervisedSparse,target,5,test3,x,target,1,0.583
8140,SupervisedSparse,target,6,test12,x,target,1,0.9309999999999999
8140,SupervisedSparse,target,7,test4,x,target,1,0.764
8140,SupervisedSparse,nottarget,8,contr14,n,nottarget,1,0.556
8140,SupervisedSparse,nottarget,9,catch1,n,nottarget,1,0.506
8140,SupervisedSparse,nottarget,10,contr10,x,target,0,0.915
8140,SupervisedSparse,nottarget,11,contr7,n,nottarget,1,0.6679999999999999
8140,SupervisedSparse,target,12,test6,x,target,1,2.421
8140,SupervisedSparse,nottarget,13,catch3,n,nottarget,1,0.682
8140,SupervisedSparse,nottarget,14,contr8,n,nottarget,1,0.764
8140,SupervisedSparse,target,15,test15,x,target,1,0.818
8140,SupervisedSparse,target,16,test2,x,target,1,0.573
8140,SupervisedSparse,nottarget,17,catch5,n,nottarget,1,0.564
8140,SupervisedSparse,nottarget,18,contr15,n,nottarget,1,0.747
8140,SupervisedSparse,nottarget,19,contr4,n,nottarget,1,0.562
8140,SupervisedSparse,target,20,test10,x,target,1,0.528
8140,SupervisedSparse,nottarget,21,contr13,n,nottarget,1,0.536
8140,SupervisedSparse,target,22,test1,x,target,1,0.48
8140,SupervisedSparse,target,23,test8,x,target,1,0.505
8140,SupervisedSparse,nottarget,24,catch8,n,nottarget,1,0.547
8140,SupervisedSparse,nottarget,25,contr2,n,nottarget,1,0.61
8140,SupervisedSparse,target,26,test13,x,target,1,0.495
8140,SupervisedSparse,target,27,test11,x,target,1,0.504
8140,SupervisedSparse,nottarget,28,catch7,n,nottarget,1,0.49
8140,SupervisedSparse,nottarget,29,contr1,n,nottarget,1,0.586
8140,SupervisedSparse,target,30,test5,x,target,1,0.521
8140,SupervisedSparse,nottarget,31,contr3,n,nottarget,1,0.433
8140,SupervisedSparse,nottarget,32,contr16,n,nottarget,1,0.389
8140,SupervisedSparse,nottarget,33,contr6,n,nottarget,1,0.379
8140,SupervisedSparse,nottarget,34,contr9,n,nottarget,1,0.36200000000000004
8140,SupervisedSparse,nottarget,35,catch6,n,nottarget,1,0.495
8140,SupervisedSparse,nottarget,36,catch2,n,nottarget,1,0.36200000000000004
8140,SupervisedSparse,target,37,test16,n,nottarget,0,0.35200000000000004
8140,SupervisedSparse,nottarget,38,catch4,n,nottarget,1,0.503
8140,SupervisedSparse,nottarget,39,contr5,n,nottarget,1,0.529
8140,SupervisedSparse,nottarget,40,contr12,n,nottarget,1,0.41600000000000004
8150,UnsupervisedDense,nottarget,1,catch5,n,nottarget,1,1.6640000000000001
8150,UnsupervisedDense,target,2,test13,x,target,1,1.3780000000000001
8150,UnsupervisedDense,nottarget,3,contr6,n,nottarget,1,0.9440000000000001
8150,UnsupervisedDense,nottarget,4,contr3,n,nottarget,1,0.958
8150,UnsupervisedDense,target,5,test4,x,target,1,0.501
8150,UnsupervisedDense,target,6,test6,x,target,1,0.853
8150,UnsupervisedDense,target,7,test9,x,target,1,0.888
8150,UnsupervisedDense,target,8,test15,x,target,1,1.185
8150,UnsupervisedDense,nottarget,9,catch1,n,nottarget,1,0.7340000000000001
8150,UnsupervisedDense,nottarget,10,contr4,n,nottarget,1,1.4240000000000002
8150,UnsupervisedDense,nottarget,11,contr16,n,nottarget,1,0.9790000000000001
8150,UnsupervisedDense,nottarget,12,contr14,n,nottarget,1,1.0959999999999999
8150,UnsupervisedDense,nottarget,13,contr7,n,nottarget,1,1.218
8150,UnsupervisedDense,target,14,test2,x,target,1,0.884
8150,UnsupervisedDense,target,15,test10,x,target,1,0.831
8150,UnsupervisedDense,target,16,test1,x,target,1,0.922
8150,UnsupervisedDense,nottarget,17,catch8,n,nottarget,1,0.6659999999999999
8150,UnsupervisedDense,target,18,test5,x,target,1,0.758
8150,UnsupervisedDense,target,19,test11,x,target,1,0.74
8150,UnsupervisedDense,nottarget,20,catch4,n,nottarget,1,0.484
8150,UnsupervisedDense,nottarget,21,catch7,n,nottarget,1,0.7659999999999999
8150,UnsupervisedDense,nottarget,22,contr8,n,nottarget,1,1.156
8150,UnsupervisedDense,target,23,test14,x,target,1,1.147
8150,UnsupervisedDense,nottarget,24,contr9,n,nottarget,1,0.769
8150,UnsupervisedDense,target,25,test3,x,target,1,0.935
8150,UnsupervisedDense,nottarget,26,contr5,n,nottarget,1,0.711
8150,UnsupervisedDense,nottarget,27,contr13,n,nottarget,1,1.143
8150,UnsupervisedDense,nottarget,28,contr11,n,nottarget,1,0.495
8150,UnsupervisedDense,nottarget,29,contr15,n,nottarget,1,0.377
8150,UnsupervisedDense,target,30,test8,x,target,1,0.63
8150,UnsupervisedDense,target,31,test16,x,target,1,0.65
8150,UnsupervisedDense,nottarget,32,catch6,n,nottarget,1,0.526
8150,UnsupervisedDense,nottarget,33,contr10,n,nottarget,1,1.173
8150,UnsupervisedDense,target,34,test12,x,target,1,0.597
8150,UnsupervisedDense,nottarget,35,contr12,n,nottarget,1,0.9359999999999999
8150,UnsupervisedDense,nottarget,36,contr2,n,nottarget,1,0.496
8150,UnsupervisedDense,nottarget,37,catch2,n,nottarget,1,0.883
8150,UnsupervisedDense,nottarget,38,contr1,n,nottarget,1,0.626
8150,UnsupervisedDense,target,39,test7,x,target,1,0.6709999999999999
8150,UnsupervisedDense,nottarget,40,catch3,n,nottarget,1,0.5870000000000001
8150,SupervisedSparse,target,1,test8,x,target,1,2.595
8150,SupervisedSparse,nottarget,2,catch4,n,nottarget,1,1.265
8150,SupervisedSparse,nottarget,3,contr7,x,target,0,1.97
8150,SupervisedSparse,nottarget,4,contr12,n,nottarget,1,0.865
8150,SupervisedSparse,nottarget,5,contr9,n,nottarget,1,0.8109999999999999
8150,SupervisedSparse,target,6,test7,x,target,1,1.008
8150,SupervisedSparse,target,7,test11,x,target,1,0.8440000000000001
8150,SupervisedSparse,nottarget,8,contr10,n,nottarget,1,0.84
8150,SupervisedSparse,nottarget,9,contr3,n,nottarget,1,0.6829999999999999
8150,SupervisedSparse,target,10,test5,x,target,1,0.797
8150,SupervisedSparse,nottarget,11,catch7,n,nottarget,1,0.715
8150,SupervisedSparse,nottarget,12,contr8,n,nottarget,1,0.8740000000000001
8150,SupervisedSparse,nottarget,13,contr14,n,nottarget,1,0.419
8150,SupervisedSparse,nottarget,14,contr2,n,nottarget,1,0.537
8150,SupervisedSparse,nottarget,15,catch2,n,nottarget,1,0.698
8150,SupervisedSparse,target,16,test14,x,target,1,0.529
8150,SupervisedSparse,nottarget,17,contr4,n,nottarget,1,0.9540000000000001
8150,SupervisedSparse,target,18,test13,x,target,1,1.626
8150,SupervisedSparse,target,19,test3,x,target,1,0.605
8150,SupervisedSparse,nottarget,20,contr13,n,nottarget,1,0.682
8150,SupervisedSparse,target,21,test9,x,target,1,1.003
8150,SupervisedSparse,target,22,test4,x,target,1,0.745
8150,SupervisedSparse,nottarget,23,catch6,n,nottarget,1,0.625
8150,SupervisedSparse,nottarget,24,contr1,n,nottarget,1,1.6440000000000001
8150,SupervisedSparse,target,25,test12,x,target,1,0.536
8150,SupervisedSparse,target,26,test15,x,target,1,1.3030000000000002
8150,SupervisedSparse,nottarget,27,contr5,n,nottarget,1,0.7759999999999999
8150,SupervisedSparse,target,28,test16,x,target,1,0.631
8150,SupervisedSparse,nottarget,29,contr6,n,nottarget,1,1.274
8150,SupervisedSparse,nottarget,30,contr16,n,nottarget,1,0.5489999999999999
8150,SupervisedSparse,target,31,test2,x,target,1,0.531
8150,SupervisedSparse,nottarget,32,catch8,n,nottarget,1,0.812
8150,SupervisedSparse,nottarget,33,catch1,n,nottarget,1,0.5379999999999999
8150,SupervisedSparse,target,34,test6,x,target,1,1.4480000000000002
8150,SupervisedSparse,nottarget,35,catch5,n,nottarget,1,0.596
8150,SupervisedSparse,nottarget,36,catch3,n,nottarget,1,0.57
8150,SupervisedSparse,nottarget,37,contr15,n,nottarget,1,1.4
8150,SupervisedSparse,target,38,test10,x,target,1,0.518
8150,SupervisedSparse,nottarget,39,contr11,n,nottarget,1,1.4140000000000001
8150,SupervisedSparse,target,40,test1,x,target,1,1.3619999999999999
8150,UnsupervisedSparse,nottarget,1,contr10,x,target,0,1.406
